image,entropy1,entropy2
canadaojp_2016_05_01_002959.jpg,0.969625641660478,0.9875379537141218
canadaojp_2016_05_01_005959.jpg,0.9809510643341812,0.9954367422560282
canadaojp_2016_05_01_012959.jpg,0.9651736825775404,0.9845338415834546
canadaojp_2016_05_01_015959.jpg,0.9781209147598964,0.9937751290420164
canadaojp_2016_05_01_022959.jpg,0.9847550145322296,0.9973076195750452
canadaojp_2016_05_01_025959.jpg,0.9742393142864008,0.991333577232085
canadaojp_2016_05_01_032959.jpg,0.9869096572651876,0.9875249199872546
canadaojp_2016_05_01_035958.jpg,0.9710819499020288,0.9877842890451692
canadaojp_2016_05_01_042959.jpg,0.9072280318873464,0.993649938251202
canadaojp_2016_05_01_045959.jpg,0.4538386128613709,0.9954043583275936
canadaojp_2016_05_01_052959.jpg,0.4469857742245273,0.9334869168411404
canadaojp_2016_05_01_055959.jpg,0.4428863254938777,0.9385190688372854
canadaojp_2016_05_01_062959.jpg,0.4448975442423307,0.9333470183127672
canadaojp_2016_05_01_065959.jpg,0.4469753502393202,0.9390773693645637
canadaojp_2016_05_01_072959.jpg,0.4552496708145717,0.9747250410871908
canadaojp_2016_05_01_075959.jpg,0.4815336270308731,0.9997297620283838
canadaojp_2016_05_01_082959.jpg,0.4805857985263572,0.9999280218949668
canadaojp_2016_05_01_085959.jpg,0.4660111118266359,0.9995077812400432
canadaojp_2016_05_01_092959.jpg,0.4481521723966993,0.9603586203173508
canadaojp_2016_05_01_095959.jpg,0.4662335708065291,0.997012909237951
canadaojp_2016_05_01_102958.jpg,0.485261558755366,0.9951158724375102
canadaojp_2016_05_01_105959.jpg,0.4417942357508704,0.9822919780625896
canadaojp_2016_05_01_112959.jpg,0.5288005495039249,0.9803182358723886
canadaojp_2016_05_01_115959.jpg,0.5386773458071002,0.9728495787748284
canadaojp_2016_05_01_122959.jpg,0.5792700549512142,0.971863224957184
canadaojp_2016_05_01_125959.jpg,0.5630142902953338,0.9846836312578756
canadaojp_2016_05_01_132959.jpg,0.5255669791409532,0.9909569684577062
canadaojp_2016_05_01_135959.jpg,0.5318442465260977,0.9735240542803316
canadaojp_2016_05_01_142959.jpg,0.4992923233337224,0.9754671175530168
canadaojp_2016_05_01_145959.jpg,0.4473088324028252,0.9752175913552762
canadaojp_2016_05_01_152959.jpg,0.5210126861441946,0.9852848730975
canadaojp_2016_05_01_155959.jpg,0.4734008606698359,0.9903483199175248
canadaojp_2016_05_01_162959.jpg,0.4893571137278814,0.9957845458909368
canadaojp_2016_05_01_165958.jpg,0.4878842578598465,0.999253614123521
canadaojp_2016_05_01_172959.jpg,0.4780611145286695,0.9989658943066526
canadaojp_2016_05_01_175959.jpg,0.4420884456578602,0.9994854703686982
canadaojp_2016_05_01_182959.jpg,0.7249937077965714,0.9917563052371152
canadaojp_2016_05_01_185959.jpg,0.458952785811093,0.9994533436907284
canadaojp_2016_05_01_192959.jpg,0.4526000479404503,0.9874611006221514
canadaojp_2016_05_01_195959.jpg,0.4603932569563304,0.9989128907640012
canadaojp_2016_05_01_202959.jpg,0.4618304356736304,0.991291323990509
canadaojp_2016_05_01_205959.jpg,0.4575910137956847,0.9861333963678356
canadaojp_2016_05_01_212959.jpg,0.3085042175907813,0.8791552757252794
canadaojp_2016_05_01_215959.jpg,0.2072730480469326,0.996727313830978
canadaojp_2016_05_01_222959.jpg,0.9782589724994736,0.9933715866694748
canadaojp_2016_05_01_225959.jpg,0.9730355364232276,0.9901615770559218
canadaojp_2016_05_01_232958.jpg,0.9697262685899644,0.9880819979811426
canadaojp_2016_05_01_235959.jpg,0.9821904446815936,0.9957449905530148
canadaojp_2016_05_02_002959.jpg,0.9835925667693532,0.9965443664348276
canadaojp_2016_05_02_005959.jpg,0.98163713983089,0.995528881939785
canadaojp_2016_05_02_012959.jpg,0.975285280307173,0.9915170706981414
canadaojp_2016_05_02_015959.jpg,0.9812927254917548,0.9954794522940988
canadaojp_2016_05_02_022959.jpg,0.97577713995767,0.992298487365467
canadaojp_2016_05_02_025959.jpg,0.9733511060779036,0.9904878267736148
canadaojp_2016_05_02_032959.jpg,0.9796895527385852,0.9913865489305344
canadaojp_2016_05_02_035959.jpg,0.2748273614555293,0.9942506299864132
canadaojp_2016_05_02_042959.jpg,0.4566883691037692,0.970901212506292
canadaojp_2016_05_02_045958.jpg,0.4613109842904637,0.9988055869317845
canadaojp_2016_05_02_052959.jpg,0.4612294627557928,0.9982736141712658
canadaojp_2016_05_02_055958.jpg,0.5242981600994835,0.9632159345602724
canadaojp_2016_05_02_062959.jpg,0.4880014337914894,0.995814718303284
canadaojp_2016_05_02_065959.jpg,0.4881673952194584,0.9996965292768432
canadaojp_2016_05_02_072959.jpg,0.4814349620860317,0.999893011224974
canadaojp_2016_05_02_075959.jpg,0.4739803025557357,0.9995996076342276
canadaojp_2016_05_02_082959.jpg,0.4752472092007369,0.999496832503679
canadaojp_2016_05_02_085959.jpg,0.4734108555947118,0.99810935725421
canadaojp_2016_05_02_092959.jpg,0.4507687105867145,0.9979516872695982
canadaojp_2016_05_02_095959.jpg,0.4512658703922653,0.9981160934412968
canadaojp_2016_05_02_102959.jpg,0.4507065380399945,0.9965146625616764
canadaojp_2016_05_02_105959.jpg,0.459351544170171,0.9888093878563208
canadaojp_2016_05_02_112958.jpg,0.4775648789525004,0.9789675603085188
canadaojp_2016_05_02_115959.jpg,0.5286726341786253,0.977417127206032
canadaojp_2016_05_02_122959.jpg,0.5864720877127241,0.9782367888980714
canadaojp_2016_05_02_125959.jpg,0.539072657910997,0.9912125794089012
canadaojp_2016_05_02_132959.jpg,0.5234047194258298,0.9967169517052537
canadaojp_2016_05_02_135959.jpg,0.5032964375450051,0.9852722743932392
canadaojp_2016_05_02_142959.jpg,0.4582671487445308,0.9883340297575086
canadaojp_2016_05_02_145959.jpg,0.4417311729440469,0.9856478666011906
canadaojp_2016_05_02_152959.jpg,0.4428023855792706,0.985821466082892
canadaojp_2016_05_02_155959.jpg,0.4446464918791528,0.9931730645190862
canadaojp_2016_05_02_162959.jpg,0.442309013219188,0.9892613554440703
canadaojp_2016_05_02_165959.jpg,0.4510173394898775,0.994273172826436
canadaojp_2016_05_02_172959.jpg,0.472020027889656,0.9999531597842932
canadaojp_2016_05_02_175958.jpg,0.4723705275147462,0.9986082959872458
canadaojp_2016_05_02_182959.jpg,0.8546975822835071,0.9896050760289412
canadaojp_2016_05_02_185959.jpg,0.8665327318121595,0.971121099159704
canadaojp_2016_05_02_192959.jpg,0.8464788642564075,0.9575075608552608
canadaojp_2016_05_02_195959.jpg,0.6287852789714136,0.9466153118076084
canadaojp_2016_05_02_202959.jpg,0.4617897099002913,0.9991337603982168
canadaojp_2016_05_02_205959.jpg,0.4625732178110499,0.9803109387533708
canadaojp_2016_05_02_212959.jpg,0.3704462570291629,0.8571201373403641
canadaojp_2016_05_02_215959.jpg,0.2496524254291942,0.9979211624850468
canadaojp_2016_05_02_222959.jpg,0.9778272827750548,0.983317373639074
