,image,entropy1,entropy2
0,canadaojp_2016_01_01_002959.jpg,0.9928344491309138,0.9999918189183123
1,canadaojp_2016_01_01_005959.jpg,0.9924353779132812,0.999980949878094
2,canadaojp_2016_01_01_012959.jpg,0.990061087893569,0.999794168793551
3,canadaojp_2016_01_01_015959.jpg,0.9939412719591516,0.9970719589824806
4,canadaojp_2016_01_01_022959.jpg,0.9962852679588399,0.9999894527440736
5,canadaojp_2016_01_01_025959.jpg,0.9868947745021088,0.9981121654617068
6,canadaojp_2016_01_01_032959.jpg,0.9948251598288695,0.9994405871566787
7,canadaojp_2016_01_01_040000.jpg,0.9937067978568046,0.9998117481663708
8,canadaojp_2016_01_01_042959.jpg,0.9955588891458376,0.9977925541683121
9,canadaojp_2016_01_01_050000.jpg,0.9835494567529915,0.9976053754282062
10,canadaojp_2016_01_01_052959.jpg,0.9924363185962627,0.9999981964453497
11,canadaojp_2016_01_01_060000.jpg,0.9863672350747971,0.9987527787971621
12,canadaojp_2016_01_01_062959.jpg,0.9904203617325666,0.9998018768044754
13,canadaojp_2016_01_01_065959.jpg,0.991001280245466,0.9997417275000844
14,canadaojp_2016_01_01_072959.jpg,0.9926483321410767,0.999996045384306
15,canadaojp_2016_01_01_075959.jpg,0.96380491783791,0.9982687790560137
16,canadaojp_2016_01_01_082959.jpg,0.8324924398333602,0.8885562616102174
17,canadaojp_2016_01_01_085959.jpg,0.6921646264615742,0.8606360575215086
18,canadaojp_2016_01_01_092959.jpg,0.6869193636347635,0.899024038678462
19,canadaojp_2016_01_01_095959.jpg,0.5351529826496699,0.9723922354541
20,canadaojp_2016_01_01_103000.jpg,0.5804432045134869,0.9902142004632135
21,canadaojp_2016_01_01_105959.jpg,0.6180023760296721,0.993432562486597
22,canadaojp_2016_01_01_113000.jpg,0.6449398921718565,0.9874043961366282
23,canadaojp_2016_01_01_115959.jpg,0.7755152054822945,0.9878886944060377
24,canadaojp_2016_01_01_123000.jpg,0.7808651768608557,0.9937301225903487
25,canadaojp_2016_01_01_125959.jpg,0.7388532432724793,0.9989247838877952
26,canadaojp_2016_01_01_132959.jpg,0.7328254452792804,0.9935203704907176
27,canadaojp_2016_01_01_135959.jpg,0.5061000376543388,0.9915599586045387
28,canadaojp_2016_01_01_142959.jpg,0.48941556572851413,0.9942093500801714
29,canadaojp_2016_01_01_145959.jpg,0.49491457825828816,0.9981645708132718
30,canadaojp_2016_01_01_152959.jpg,0.48363148959040025,0.9983500553916853
31,canadaojp_2016_01_01_155959.jpg,0.47627281860976145,0.995960663459023
32,canadaojp_2016_01_01_162959.jpg,0.49049593641710315,0.9703466475729272
33,canadaojp_2016_01_01_170000.jpg,0.6409640732692179,0.8297320725235553
34,canadaojp_2016_01_01_172959.jpg,0.45494095021681435,0.9199704853043406
35,canadaojp_2016_01_01_180000.jpg,0.8209551065148142,0.8002653518124765
36,canadaojp_2016_01_01_182959.jpg,0.9836578179918347,0.9970326581208312
37,canadaojp_2016_01_01_190000.jpg,0.9730534156682851,0.9906375966691601
38,canadaojp_2016_01_01_192959.jpg,0.9824113824069702,0.9964610282978567
39,canadaojp_2016_01_01_195959.jpg,0.9872434876980924,0.9985748416381146
40,canadaojp_2016_01_01_202959.jpg,0.9827437360092888,0.9966267092366827
41,canadaojp_2016_01_01_205959.jpg,0.986928248719471,0.9985836072034344
42,canadaojp_2016_01_01_212959.jpg,0.9891348851635868,0.9992943296825207
43,canadaojp_2016_01_01_215959.jpg,0.9809255759105997,0.9958863569205436
44,canadaojp_2016_01_01_222959.jpg,0.9826909464049949,0.9964687154703495
45,canadaojp_2016_01_01_225959.jpg,0.9886913478854067,0.9907238901597537
46,canadaojp_2016_01_01_233000.jpg,0.986181833723804,0.9981959888066233
47,canadaojp_2016_01_01_235959.jpg,0.983229226222105,0.9968749974409639
48,canadaojp_2016_01_02_003000.jpg,0.9765829615486534,0.9928144533910414
49,canadaojp_2016_01_02_005959.jpg,0.9730820098913349,0.9909508081980885
50,canadaojp_2016_01_02_013000.jpg,0.9864972714351843,0.9981959888066233
51,canadaojp_2016_01_02_015959.jpg,0.9759512240168375,0.9923177918089641
52,canadaojp_2016_01_02_022959.jpg,0.9764329256942115,0.9931677160423932
53,canadaojp_2016_01_02_025959.jpg,0.9768931455870697,0.9938047033656958
54,canadaojp_2016_01_02_032959.jpg,0.9770416828192523,0.9933177361186305
55,canadaojp_2016_01_02_035959.jpg,0.9679943476910502,0.9868540599799656
56,canadaojp_2016_01_02_042959.jpg,0.9881211009735437,0.9990781500753304
57,canadaojp_2016_01_02_045959.jpg,0.9778758204764435,0.9941084816127295
58,canadaojp_2016_01_02_052959.jpg,0.9919886838095049,0.9999726488722501
59,canadaojp_2016_01_02_060000.jpg,0.9908859395032615,0.9998905934147395
60,canadaojp_2016_01_02_062959.jpg,0.9878623223577658,0.9992599524175237
61,canadaojp_2016_01_02_070000.jpg,0.987943344053194,0.9990918257081531
62,canadaojp_2016_01_02_072959.jpg,0.9881623860565596,0.9991034662866289
63,canadaojp_2016_01_02_080000.jpg,0.9369722736381233,0.9993820036152021
64,canadaojp_2016_01_02_082959.jpg,0.8003552483033962,0.8641384715361105
65,canadaojp_2016_01_02_085959.jpg,0.6727495669135803,0.7289149481080688
66,canadaojp_2016_01_02_092959.jpg,0.6847982707937131,0.8356471776060417
67,canadaojp_2016_01_02_095959.jpg,0.5296678325985603,0.9715671174276214
68,canadaojp_2016_01_02_102959.jpg,0.5866128893982296,0.9841651313495018
69,canadaojp_2016_01_02_105959.jpg,0.6349815636706897,0.9938950243719464
