canadaojp_2016_05_01_002959.jpg,[0.         0.         0.06950128],[0.         0.         0.08418563],[0.         0.         0.09788722],[0.         0.         0.10987458],[0.         0.         0.12105972],[0.        0.        0.1356332],[0.         0.         0.14928458],[0.         0.         0.16309703]
canadaojp_2016_05_01_005959.jpg,[0.         0.         0.06956066],[0.         0.         0.08421053],[0.         0.         0.09833857],[0.         0.         0.10986821],[0.         0.         0.12129713],[0.         0.         0.13345849],[0.         0.         0.14528934],[0.         0.         0.15884715]
canadaojp_2016_05_01_012959.jpg,[0.         0.         0.06968627],[0.         0.         0.08274773],[0.        0.        0.0940348],[0.         0.         0.10597958],[0.         0.         0.11720726],[0.         0.         0.12904412],[0.         0.         0.14295626],[0.         0.         0.16121212]
canadaojp_2016_05_01_015959.jpg,[0.         0.         0.06929374],[0.         0.         0.08277488],[0.         0.         0.09387084],[0.         0.         0.10420168],[0.         0.         0.11341036],[0.        0.        0.1273561],[0.         0.         0.14394647],[0.         0.         0.16261994]
canadaojp_2016_05_01_022959.jpg,[0.         0.         0.06930946],[0.         0.         0.08243297],[0.         0.         0.09379811],[0.         0.         0.10763349],[0.         0.         0.12341895],[0.         0.         0.13956762],[0.         0.         0.15271384],[0.         0.         0.16587401]
canadaojp_2016_05_01_025959.jpg,[0.        0.        0.0674002],[0.         0.         0.07822082],[0.         0.         0.09218703],[0.         0.         0.10553999],[0.         0.         0.11721533],[0.         0.         0.12927883],[0.         0.         0.14253253],[0.         0.         0.15858273]
canadaojp_2016_05_01_032959.jpg,[0.         0.         0.07000117],[0.         0.         0.08249006],[0.         0.         0.09386373],[0.         0.         0.10546003],[0.         0.         0.11940144],[0.        0.        0.1353901],[0.         0.         0.14819656],[0.         0.         0.16444444]
canadaojp_2016_05_01_035958.jpg,[0.         0.         0.06971678],[0.         0.         0.08213952],[0.         0.         0.09390942],[0.         0.         0.10534351],[0.         0.         0.11973856],[0.         0.         0.13312474],[0.         0.         0.14463913],[0.         0.         0.16065503]
canadaojp_2016_05_01_042959.jpg,[0.         0.         0.08683473],[0.         0.         0.10883163],[0.         0.         0.12971342],[0.         0.         0.14912281],[0.         0.         0.16833008],[0.         0.         0.18761012],[0.         0.         0.20975832],[0.         0.         0.23619281]
canadaojp_2016_05_01_045959.jpg,[0.         0.         0.30011534],[0.         0.         0.35303922],[0.        0.        0.3944461],[0.         0.         0.43282913],[0.        0.        0.4739116],[0.         0.         0.51836007],[0.         0.         0.57025153],[0.         0.         0.64024768]
canadaojp_2016_05_01_052959.jpg,[0.98313192 0.50650344 0.10678105],[0.33333333 0.07584034 0.20071685],[0.41652893 0.10127218 0.28745339],[0.35895722 0.04566266 0.34537213],[0.45220327 0.21590517 0.42328584],[0.04507338 0.05013559 0.43485534],[0.46322564 0.12971481 0.50479876],[0.31186869 0.01647734 0.58177197]
canadaojp_2016_05_01_055959.jpg,[0.98035817 0.43514329 0.10833333],[0.01885246 0.08426578 0.22352941],[0.27490775 0.02120999 0.2982493 ],[0.41632373 0.04486913 0.37260062],[0.45664039 0.0709522  0.44677047],[0.42101449 0.0224785  0.51442936],[0.06666667 0.00464972 0.61214421],[0.98224044 0.08149633 0.83865546]
canadaojp_2016_05_01_062959.jpg,[0.98709677 0.37575758 0.09657594],[0.9968     0.09993604 0.21142664],[0.40321522 0.04534904 0.29286275],[0.44253579 0.07583512 0.37132245],[0.44012861 0.0737352  0.44937376],[0.45554066 0.04224953 0.52857357],[0.09477124 0.0043627  0.63671024],[0.99598394 0.03809087 0.8545098 ]
canadaojp_2016_05_01_065959.jpg,[0.97234679 0.4106814  0.11830065],[0.06302083 0.07170065 0.19665124],[0.14800995 0.02363316 0.27621483],[0.42180685 0.06251826 0.35325077],[0.42903515 0.06829962 0.41501999],[0.43524971 0.04825557 0.48590686],[0.46772767 0.05541673 0.58633915],[0.99172577 0.04196429 0.77508651]
